路線ID,駅ID,方面ID,日区分,時,分
2,209,3,2,16時,50
2,209,3,2,16時,57
2,209,3,2,17時,04
2,209,3,2,17時,11
2,209,3,2,17時,18
2,209,3,2,17時,25
2,209,3,2,17時,32
2,209,3,2,17時,39
2,209,3,2,17時,46
2,209,3,2,17時,53
2,209,3,2,18時,00
2,209,3,2,18時,07
2,209,3,2,18時,14
2,209,3,2,18時,21
2,209,3,2,18時,28
2,209,3,2,18時,35
2,209,3,2,18時,42
2,209,3,2,18時,49
2,209,3,2,18時,56
2,209,3,2,19時,03
2,209,3,2,19時,10
2,209,3,2,19時,17
2,209,3,2,19時,24
2,209,3,2,19時,31
2,209,3,2,19時,38
2,209,3,2,19時,45
2,209,3,2,19時,53
2,209,3,2,20時,01
2,209,3,2,20時,09
2,209,3,2,20時,15
2,209,3,2,20時,23
2,209,3,2,20時,30
2,209,3,2,20時,38
2,209,3,2,20時,45
2,209,3,2,20時,53
2,209,3,2,21時,00
2,209,3,2,21時,08
2,209,3,2,21時,15
2,209,3,2,21時,23
2,209,3,2,21時,30
2,209,3,2,21時,38
2,209,3,2,21時,45
2,209,3,2,21時,53
2,209,3,2,22時,00
2,209,3,2,22時,08
2,209,3,2,22時,15
2,209,3,2,22時,23
2,209,3,2,22時,32
2,209,3,2,22時,41
2,209,3,2,22時,50
2,209,3,2,22時,58
2,209,3,2,23時,06
2,209,3,2,23時,14
2,209,3,2,23時,22
2,209,3,2,23時,31
2,209,3,2,23時,39
2,209,3,2,23時,47
2,209,3,2,23時,55
2,209,3,2,0時,05
2,209,3,2,0時,15
2,209,4,1,6時,09
2,209,4,1,6時,19
2,209,4,1,6時,29
2,209,4,1,6時,39
2,209,4,1,6時,49
2,209,4,1,6時,56
2,209,4,1,7時,02
2,209,4,1,7時,07
2,209,4,1,7時,13
2,209,4,1,7時,17
2,209,4,1,7時,22
2,209,4,1,7時,26
2,209,4,1,7時,30
2,209,4,1,7時,34
2,209,4,1,7時,38
2,209,4,1,7時,42
2,209,4,1,7時,46
2,209,4,1,7時,51
2,209,4,1,7時,55
2,209,4,1,8時,00
2,209,4,1,8時,04
2,209,4,1,8時,08
2,209,4,1,8時,12
2,209,4,1,8時,16
2,209,4,1,8時,20
2,209,4,1,8時,24
2,209,4,1,8時,28
2,209,4,1,8時,32
2,209,4,1,8時,36
2,209,4,1,8時,41
2,209,4,1,8時,45
2,209,4,1,8時,50
2,209,4,1,8時,54
2,209,4,1,8時,58
2,209,4,1,9時,03
2,209,4,1,9時,07
2,209,4,1,9時,13
2,209,4,1,9時,19
2,209,4,1,9時,26
2,209,4,1,9時,32
2,209,4,1,9時,39
2,209,4,1,9時,47
2,209,4,1,9時,53
2,209,4,1,10時,00
2,209,4,1,10時,06
2,209,4,1,10時,13
2,209,4,1,10時,20
2,209,4,1,10時,27
2,209,4,1,10時,35
2,209,4,1,10時,42
2,209,4,1,10時,49
2,209,4,1,10時,57
2,209,4,1,11時,04
2,209,4,1,11時,11
2,209,4,1,11時,18
2,209,4,1,11時,25
2,209,4,1,11時,32
2,209,4,1,11時,39
2,209,4,1,11時,46
2,209,4,1,11時,53
2,209,4,1,12時,00
2,209,4,1,12時,07
2,209,4,1,12時,14
2,209,4,1,12時,21
2,209,4,1,12時,28
2,209,4,1,12時,35
2,209,4,1,12時,42
2,209,4,1,12時,49
2,209,4,1,12時,56
2,209,4,1,13時,03
2,209,4,1,13時,10
2,209,4,1,13時,17
2,209,4,1,13時,24
2,209,4,1,13時,31
2,209,4,1,13時,38
2,209,4,1,13時,45
2,209,4,1,13時,52
2,209,4,1,13時,59
2,209,4,1,14時,06
2,209,4,1,14時,13
2,209,4,1,14時,20
2,209,4,1,14時,27
2,209,4,1,14時,34
2,209,4,1,14時,41
2,209,4,1,14時,48
2,209,4,1,14時,55
2,209,4,1,15時,02
2,209,4,1,15時,09
2,209,4,1,15時,16
2,209,4,1,15時,23
2,209,4,1,15時,30
2,209,4,1,15時,37
2,209,4,1,15時,44
2,209,4,1,15時,51
2,209,4,1,15時,58
2,209,4,1,16時,05
2,209,4,1,16時,12
2,209,4,1,16時,19
2,209,4,1,16時,26
2,209,4,1,16時,33
2,209,4,1,16時,39
2,209,4,1,16時,44
2,209,4,1,16時,49
2,209,4,1,16時,54
2,209,4,1,16時,59
2,209,4,1,17時,04
2,209,4,1,17時,09
2,209,4,1,17時,14
2,209,4,1,17時,19
2,209,4,1,17時,24
2,209,4,1,17時,29
2,209,4,1,17時,34
2,209,4,1,17時,39
2,209,4,1,17時,45
2,209,4,1,17時,50
2,209,4,1,17時,55
2,209,4,1,18時,00
2,209,4,1,18時,05
2,209,4,1,18時,10
2,209,4,1,18時,16
2,209,4,1,18時,21
2,209,4,1,18時,26
2,209,4,1,18時,31
2,209,4,1,18時,36
2,209,4,1,18時,41
2,209,4,1,18時,46
2,209,4,1,18時,51
2,209,4,1,18時,57
2,209,4,1,19時,02
2,209,4,1,19時,07
2,209,4,1,19時,12
2,209,4,1,19時,19
2,209,4,1,19時,26
2,209,4,1,19時,33
2,209,4,1,19時,41
2,209,4,1,19時,48
2,209,4,1,19時,56
2,209,4,1,20時,04
2,209,4,1,20時,11
2,209,4,1,20時,19
2,209,4,1,20時,26
2,209,4,1,20時,34
2,209,4,1,20時,41
2,209,4,1,20時,49
2,209,4,1,20時,56
2,209,4,1,21時,04
2,209,4,1,21時,11
2,209,4,1,21時,19
2,209,4,1,21時,26
2,209,4,1,21時,34
2,209,4,1,21時,41
2,209,4,1,21時,49
2,209,4,1,21時,56
2,209,4,1,22時,04
2,209,4,1,22時,11
2,209,4,1,22時,19
2,209,4,1,22時,28
2,209,4,1,22時,37
2,209,4,1,22時,46
2,209,4,1,22時,55
2,209,4,1,23時,03
2,209,4,1,23時,11
2,209,4,1,23時,19
2,209,4,1,23時,29
2,209,4,1,23時,39
2,209,4,1,23時,49
2,209,4,1,23時,59
2,209,4,1,0時,09
2,209,4,1,0時,19
2,209,4,2,6時,09
2,209,4,2,6時,19
2,209,4,2,6時,29
2,209,4,2,6時,39
2,209,4,2,6時,49
2,209,4,2,6時,58
2,209,4,2,7時,05
2,209,4,2,7時,12
2,209,4,2,7時,20
2,209,4,2,7時,27
2,209,4,2,7時,34
2,209,4,2,7時,41
2,209,4,2,7時,48
2,209,4,2,7時,55
2,209,4,2,8時,02
2,209,4,2,8時,09
2,209,4,2,8時,16
2,209,4,2,8時,23
2,209,4,2,8時,30
2,209,4,2,8時,37
2,209,4,2,8時,44
2,209,4,2,8時,51
2,209,4,2,8時,58
2,209,4,2,9時,05
2,209,4,2,9時,12
2,209,4,2,9時,19
2,209,4,2,9時,26
2,209,4,2,9時,33
2,209,4,2,9時,40
2,209,4,2,9時,47
2,209,4,2,9時,54
2,209,4,2,10時,01
2,209,4,2,10時,08
2,209,4,2,10時,15
2,209,4,2,10時,22
2,209,4,2,10時,29
2,209,4,2,10時,36
2,209,4,2,10時,43
2,209,4,2,10時,50
2,209,4,2,10時,57
2,209,4,2,11時,04
2,209,4,2,11時,11
2,209,4,2,11時,18
2,209,4,2,11時,25
2,209,4,2,11時,32
2,209,4,2,11時,39
2,209,4,2,11時,46
2,209,4,2,11時,53
2,209,4,2,12時,00
2,209,4,2,12時,07
2,209,4,2,12時,14
2,209,4,2,12時,21
2,209,4,2,12時,28
2,209,4,2,12時,35
2,209,4,2,12時,42
2,209,4,2,12時,49
2,209,4,2,12時,56
2,209,4,2,13時,03
2,209,4,2,13時,10
2,209,4,2,13時,17
2,209,4,2,13時,24
2,209,4,2,13時,31
2,209,4,2,13時,38
2,209,4,2,13時,45
2,209,4,2,13時,52
2,209,4,2,13時,59
2,209,4,2,14時,06
2,209,4,2,14時,13
2,209,4,2,14時,20
2,209,4,2,14時,27
2,209,4,2,14時,34
2,209,4,2,14時,41
2,209,4,2,14時,48
2,209,4,2,14時,55
2,209,4,2,15時,02
2,209,4,2,15時,09
2,209,4,2,15時,16
2,209,4,2,15時,23
2,209,4,2,15時,30
2,209,4,2,15時,37
2,209,4,2,15時,44
2,209,4,2,15時,51
2,209,4,2,15時,58
2,209,4,2,16時,05
2,209,4,2,16時,12
2,209,4,2,16時,19
2,209,4,2,16時,26
2,209,4,2,16時,33
2,209,4,2,16時,40
2,209,4,2,16時,47
2,209,4,2,16時,54
2,209,4,2,17時,01
2,209,4,2,17時,08
2,209,4,2,17時,15
2,209,4,2,17時,22
2,209,4,2,17時,29
2,209,4,2,17時,36
2,209,4,2,17時,43
2,209,4,2,17時,50
2,209,4,2,17時,57
2,209,4,2,18時,04
2,209,4,2,18時,11
2,209,4,2,18時,18
2,209,4,2,18時,25
2,209,4,2,18時,32
2,209,4,2,18時,39
2,209,4,2,18時,46
2,209,4,2,18時,53
2,209,4,2,19時,00
2,209,4,2,19時,07
2,209,4,2,19時,14
2,209,4,2,19時,22
2,209,4,2,19時,30
2,209,4,2,19時,38
2,209,4,2,19時,46
2,209,4,2,19時,54
2,209,4,2,20時,02
2,209,4,2,20時,09
2,209,4,2,20時,17
2,209,4,2,20時,24
2,209,4,2,20時,32
2,209,4,2,20時,39
2,209,4,2,20時,47
2,209,4,2,20時,54
2,209,4,2,21時,02
2,209,4,2,21時,09
2,209,4,2,21時,17
2,209,4,2,21時,24
2,209,4,2,21時,32
2,209,4,2,21時,39
2,209,4,2,21時,47
2,209,4,2,21時,54
2,209,4,2,22時,02
2,209,4,2,22時,09
2,209,4,2,22時,17
2,209,4,2,22時,26
2,209,4,2,22時,35
2,209,4,2,22時,43
2,209,4,2,22時,53
2,209,4,2,23時,02
2,209,4,2,23時,11
2,209,4,2,23時,19
2,209,4,2,23時,29
2,209,4,2,23時,39
2,209,4,2,23時,49
2,209,4,2,23時,59
2,209,4,2,0時,09
2,209,4,2,0時,19
2,210,3,1,6時,17
2,210,3,1,6時,27
2,210,3,1,6時,37
2,210,3,1,6時,47
2,210,3,1,6時,56
2,210,3,1,7時,05
2,210,3,1,7時,14
2,210,3,1,7時,23
2,210,3,1,7時,30
2,210,3,1,7時,37
2,210,3,1,7時,43
2,210,3,1,7時,47
2,210,3,1,7時,52
2,210,3,1,7時,56
2,210,3,1,8時,00
2,210,3,1,8時,05
2,210,3,1,8時,09
2,210,3,1,8時,13
2,210,3,1,8時,17
2,210,3,1,8時,21
2,210,3,1,8時,25
2,210,3,1,8時,29
2,210,3,1,8時,34
2,210,3,1,8時,38
2,210,3,1,8時,43
2,210,3,1,8時,47
2,210,3,1,8時,51
2,210,3,1,8時,55
2,210,3,1,8時,59
2,210,3,1,9時,03
2,210,3,1,9時,07
2,210,3,1,9時,11
2,210,3,1,9時,16
2,210,3,1,9時,20
2,210,3,1,9時,25
2,210,3,1,9時,29
2,210,3,1,9時,33
2,210,3,1,9時,37
2,210,3,1,9時,41
2,210,3,1,9時,46
2,210,3,1,9時,51
2,210,3,1,9時,59
2,210,3,1,10時,06
2,210,3,1,10時,13
2,210,3,1,10時,20
2,210,3,1,10時,27
2,210,3,1,10時,34
2,210,3,1,10時,41
2,210,3,1,10時,48
2,210,3,1,10時,55
2,210,3,1,11時,02
2,210,3,1,11時,09
2,210,3,1,11時,16
2,210,3,1,11時,23
2,210,3,1,11時,30
2,210,3,1,11時,37
2,210,3,1,11時,44
2,210,3,1,11時,51
2,210,3,1,11時,58
2,210,3,1,12時,05
2,210,3,1,12時,12
2,210,3,1,12時,19
2,210,3,1,12時,26
2,210,3,1,12時,33
2,210,3,1,12時,40
2,210,3,1,12時,47
2,210,3,1,12時,54
2,210,3,1,13時,01
2,210,3,1,13時,08
2,210,3,1,13時,15
2,210,3,1,13時,22
2,210,3,1,13時,29
2,210,3,1,13時,36
2,210,3,1,13時,43
2,210,3,1,13時,50
2,210,3,1,13時,57
2,210,3,1,14時,04
2,210,3,1,14時,11
2,210,3,1,14時,18
2,210,3,1,14時,25
2,210,3,1,14時,32
2,210,3,1,14時,39
2,210,3,1,14時,46
2,210,3,1,14時,53
2,210,3,1,15時,00
2,210,3,1,15時,07
2,210,3,1,15時,14
2,210,3,1,15時,21
2,210,3,1,15時,28
2,210,3,1,15時,35
2,210,3,1,15時,42
2,210,3,1,15時,49
2,210,3,1,15時,56
2,210,3,1,16時,03
2,210,3,1,16時,10
2,210,3,1,16時,17
2,210,3,1,16時,24
2,210,3,1,16時,31
2,210,3,1,16時,39
2,210,3,1,16時,46
2,210,3,1,16時,53
2,210,3,1,16時,59
2,210,3,1,17時,06
2,210,3,1,17時,12
2,210,3,1,17時,17
2,210,3,1,17時,22
2,210,3,1,17時,27
2,210,3,1,17時,32
2,210,3,1,17時,37
2,210,3,1,17時,42
2,210,3,1,17時,47
2,210,3,1,17時,52
2,210,3,1,17時,58
2,210,3,1,18時,03
2,210,3,1,18時,08
2,210,3,1,18時,13
2,210,3,1,18時,18
2,210,3,1,18時,23
2,210,3,1,18時,28
2,210,3,1,18時,33
2,210,3,1,18時,39
2,210,3,1,18時,44
2,210,3,1,18時,49
2,210,3,1,18時,54
2,210,3,1,19時,00
2,210,3,1,19時,05
2,210,3,1,19時,11
2,210,3,1,19時,16
2,210,3,1,19時,21
2,210,3,1,19時,27
2,210,3,1,19時,32
2,210,3,1,19時,37
2,210,3,1,19時,42
2,210,3,1,19時,47
2,210,3,1,19時,53
2,210,3,1,19時,59
2,210,3,1,20時,04
2,210,3,1,20時,11
2,210,3,1,20時,18
2,210,3,1,20時,26
2,210,3,1,20時,34
2,210,3,1,20時,41
2,210,3,1,20時,49
2,210,3,1,20時,56
2,210,3,1,21時,04
2,210,3,1,21時,11
2,210,3,1,21時,19
2,210,3,1,21時,26
2,210,3,1,21時,34
2,210,3,1,21時,41
2,210,3,1,21時,49
2,210,3,1,21時,56
2,210,3,1,22時,04
2,210,3,1,22時,11
2,210,3,1,22時,19
2,210,3,1,22時,26
2,210,3,1,22時,35
2,210,3,1,22時,44
2,210,3,1,22時,52
2,210,3,1,23時,01
2,210,3,1,23時,08
2,210,3,1,23時,16
2,210,3,1,23時,25
2,210,3,1,23時,33
2,210,3,1,23時,41
2,210,3,1,23時,49
2,210,3,1,23時,57
2,210,3,1,0時,07
2,210,3,1,0時,17
2,210,3,2,6時,17
2,210,3,2,6時,27
2,210,3,2,6時,37
2,210,3,2,6時,47
2,210,3,2,6時,55
2,210,3,2,7時,05
2,210,3,2,7時,14
2,210,3,2,7時,22
2,210,3,2,7時,31
2,210,3,2,7時,39
2,210,3,2,7時,46
2,210,3,2,7時,53
2,210,3,2,8時,00
2,210,3,2,8時,07
2,210,3,2,8時,14
2,210,3,2,8時,21
2,210,3,2,8時,28
2,210,3,2,8時,35
2,210,3,2,8時,42
2,210,3,2,8時,49
2,210,3,2,8時,56
2,210,3,2,9時,03
2,210,3,2,9時,10
2,210,3,2,9時,17
2,210,3,2,9時,24
2,210,3,2,9時,31
2,210,3,2,9時,38
2,210,3,2,9時,45
2,210,3,2,9時,52
2,210,3,2,9時,59
2,210,3,2,10時,06
2,210,3,2,10時,13
2,210,3,2,10時,20
2,210,3,2,10時,27
2,210,3,2,10時,34
2,210,3,2,10時,41
2,210,3,2,10時,48
2,210,3,2,10時,55
2,210,3,2,11時,02
2,210,3,2,11時,09
2,210,3,2,11時,16
2,210,3,2,11時,23
2,210,3,2,11時,30
2,210,3,2,11時,37
2,210,3,2,11時,44
2,210,3,2,11時,51
2,210,3,2,11時,58
2,210,3,2,12時,05
2,210,3,2,12時,12
2,210,3,2,12時,19
2,210,3,2,12時,26
2,210,3,2,12時,33
2,210,3,2,12時,40
2,210,3,2,12時,47
2,210,3,2,12時,54
2,210,3,2,13時,01
2,210,3,2,13時,08
2,210,3,2,13時,15
2,210,3,2,13時,22
2,210,3,2,13時,29
2,210,3,2,13時,36
2,210,3,2,13時,43
2,210,3,2,13時,50
2,210,3,2,13時,57
2,210,3,2,14時,04
2,210,3,2,14時,11
2,210,3,2,14時,18
2,210,3,2,14時,25
2,210,3,2,14時,32
2,210,3,2,14時,39
2,210,3,2,14時,46
2,210,3,2,14時,53
2,210,3,2,15時,00
2,210,3,2,15時,07
2,210,3,2,15時,14
2,210,3,2,15時,21
2,210,3,2,15時,28
2,210,3,2,15時,35
2,210,3,2,15時,42
2,210,3,2,15時,49
2,210,3,2,15時,56
2,210,3,2,16時,03
2,210,3,2,16時,10
2,210,3,2,16時,17
2,210,3,2,16時,24
2,210,3,2,16時,31
2,210,3,2,16時,38
2,210,3,2,16時,45
2,210,3,2,16時,52
2,210,3,2,16時,59
2,210,3,2,17時,06
2,210,3,2,17時,13
2,210,3,2,17時,20
2,210,3,2,17時,27
2,210,3,2,17時,34
2,210,3,2,17時,41
2,210,3,2,17時,48
2,210,3,2,17時,55
2,210,3,2,18時,02
2,210,3,2,18時,09
2,210,3,2,18時,16
2,210,3,2,18時,23
2,210,3,2,18時,30
2,210,3,2,18時,37
2,210,3,2,18時,44
2,210,3,2,18時,51
2,210,3,2,18時,58
2,210,3,2,19時,05
2,210,3,2,19時,12
2,210,3,2,19時,18
2,210,3,2,19時,26
2,210,3,2,19時,33
2,210,3,2,19時,40
2,210,3,2,19時,47
2,210,3,2,19時,55
2,210,3,2,20時,03
2,210,3,2,20時,10
2,210,3,2,20時,16
2,210,3,2,20時,24
2,210,3,2,20時,32
2,210,3,2,20時,39
2,210,3,2,20時,47
2,210,3,2,20時,54
2,210,3,2,21時,02
2,210,3,2,21時,09
2,210,3,2,21時,17
2,210,3,2,21時,24
2,210,3,2,21時,32
2,210,3,2,21時,39
2,210,3,2,21時,47
2,210,3,2,21時,54
2,210,3,2,22時,02
2,210,3,2,22時,09
2,210,3,2,22時,17
2,210,3,2,22時,24
2,210,3,2,22時,33
2,210,3,2,22時,42
2,210,3,2,22時,51
2,210,3,2,23時,00
2,210,3,2,23時,08
2,210,3,2,23時,16
2,210,3,2,23時,23
2,210,3,2,23時,32
2,210,3,2,23時,41
2,210,3,2,23時,49
2,210,3,2,23時,57
2,210,3,2,0時,07
2,210,3,2,0時,17
2,210,4,1,6時,07
2,210,4,1,6時,17
2,210,4,1,6時,27
2,210,4,1,6時,37
2,210,4,1,6時,47
2,210,4,1,6時,54
2,210,4,1,7時,00
2,210,4,1,7時,05
2,210,4,1,7時,11
2,210,4,1,7時,15
2,210,4,1,7時,20
2,210,4,1,7時,24
2,210,4,1,7時,28
2,210,4,1,7時,32
2,210,4,1,7時,36
2,210,4,1,7時,40
2,210,4,1,7時,44
2,210,4,1,7時,49
2,210,4,1,7時,53
2,210,4,1,7時,58
2,210,4,1,8時,02
2,210,4,1,8時,06
2,210,4,1,8時,10
2,210,4,1,8時,14
2,210,4,1,8時,18
2,210,4,1,8時,22
2,210,4,1,8時,26
2,210,4,1,8時,30
2,210,4,1,8時,34
2,210,4,1,8時,39
2,210,4,1,8時,43
2,210,4,1,8時,48
2,210,4,1,8時,52
2,210,4,1,8時,56
2,210,4,1,9時,01
2,210,4,1,9時,05
2,210,4,1,9時,11
2,210,4,1,9時,17
2,210,4,1,9時,24
2,210,4,1,9時,30
2,210,4,1,9時,37
2,210,4,1,9時,45
2,210,4,1,9時,51
2,210,4,1,9時,58
2,210,4,1,10時,04
2,210,4,1,10時,11
2,210,4,1,10時,18
2,210,4,1,10時,25
2,210,4,1,10時,33
2,210,4,1,10時,40
2,210,4,1,10時,47
2,210,4,1,10時,55
2,210,4,1,11時,02
2,210,4,1,11時,09
2,210,4,1,11時,16
2,210,4,1,11時,23
2,210,4,1,11時,30
2,210,4,1,11時,37
2,210,4,1,11時,44
2,210,4,1,11時,51
2,210,4,1,11時,58
2,210,4,1,12時,05
2,210,4,1,12時,12
2,210,4,1,12時,19
2,210,4,1,12時,26
2,210,4,1,12時,33
2,210,4,1,12時,40
2,210,4,1,12時,47
2,210,4,1,12時,54
2,210,4,1,13時,01
2,210,4,1,13時,08
2,210,4,1,13時,15
2,210,4,1,13時,22
2,210,4,1,13時,29
2,210,4,1,13時,36
2,210,4,1,13時,43
2,210,4,1,13時,50
2,210,4,1,13時,57
2,210,4,1,14時,04
2,210,4,1,14時,11
2,210,4,1,14時,18
2,210,4,1,14時,25
2,210,4,1,14時,32
2,210,4,1,14時,39
2,210,4,1,14時,46
2,210,4,1,14時,53
2,210,4,1,15時,00
2,210,4,1,15時,07
2,210,4,1,15時,14
2,210,4,1,15時,21
2,210,4,1,15時,28
2,210,4,1,15時,35
2,210,4,1,15時,42
2,210,4,1,15時,49
2,210,4,1,15時,56
2,210,4,1,16時,03
2,210,4,1,16時,10
2,210,4,1,16時,17
2,210,4,1,16時,24
2,210,4,1,16時,31
2,210,4,1,16時,37
2,210,4,1,16時,42
2,210,4,1,16時,47
2,210,4,1,16時,52
2,210,4,1,16時,57
2,210,4,1,17時,02
2,210,4,1,17時,07
2,210,4,1,17時,12
2,210,4,1,17時,17
2,210,4,1,17時,22
2,210,4,1,17時,27
2,210,4,1,17時,32
2,210,4,1,17時,37
2,210,4,1,17時,43
2,210,4,1,17時,48
2,210,4,1,17時,53
2,210,4,1,17時,58
2,210,4,1,18時,03
2,210,4,1,18時,08
2,210,4,1,18時,14
2,210,4,1,18時,19
2,210,4,1,18時,24
2,210,4,1,18時,29
2,210,4,1,18時,34
2,210,4,1,18時,39
2,210,4,1,18時,44
2,210,4,1,18時,49
2,210,4,1,18時,55
2,210,4,1,19時,00
2,210,4,1,19時,05
2,210,4,1,19時,10
2,210,4,1,19時,17
2,210,4,1,19時,24
2,210,4,1,19時,31
2,210,4,1,19時,39
2,210,4,1,19時,46
2,210,4,1,19時,54
2,210,4,1,20時,02
2,210,4,1,20時,09
2,210,4,1,20時,17
2,210,4,1,20時,24
2,210,4,1,20時,32
2,210,4,1,20時,39
2,210,4,1,20時,47
2,210,4,1,20時,54
2,210,4,1,21時,02
2,210,4,1,21時,09
2,210,4,1,21時,17
2,210,4,1,21時,24
2,210,4,1,21時,32
2,210,4,1,21時,39
2,210,4,1,21時,47
2,210,4,1,21時,54
2,210,4,1,22時,02
2,210,4,1,22時,09
2,210,4,1,22時,17
2,210,4,1,22時,26
2,210,4,1,22時,35
2,210,4,1,22時,44
2,210,4,1,22時,53
2,210,4,1,23時,01
2,210,4,1,23時,09
2,210,4,1,23時,17
2,210,4,1,23時,27
2,210,4,1,23時,37
2,210,4,1,23時,47
2,210,4,1,23時,57
2,210,4,1,0時,07
2,210,4,1,0時,17
2,210,4,2,6時,07
2,210,4,2,6時,17
2,210,4,2,6時,27
2,210,4,2,6時,37
2,210,4,2,6時,47
2,210,4,2,6時,56
2,210,4,2,7時,03
2,210,4,2,7時,10
2,210,4,2,7時,18
2,210,4,2,7時,25
2,210,4,2,7時,32
2,210,4,2,7時,39
2,210,4,2,7時,46
2,210,4,2,7時,53
2,210,4,2,8時,00
2,210,4,2,8時,07
2,210,4,2,8時,14
2,210,4,2,8時,21
2,210,4,2,8時,28
2,210,4,2,8時,35
2,210,4,2,8時,42
2,210,4,2,8時,49
2,210,4,2,8時,56
2,210,4,2,9時,03
2,210,4,2,9時,10
2,210,4,2,9時,17
2,210,4,2,9時,24
2,210,4,2,9時,31
2,210,4,2,9時,38
2,210,4,2,9時,45
2,210,4,2,9時,52
2,210,4,2,9時,59
2,210,4,2,10時,06
2,210,4,2,10時,13
2,210,4,2,10時,20
2,210,4,2,10時,27
2,210,4,2,10時,34
2,210,4,2,10時,41
2,210,4,2,10時,48
2,210,4,2,10時,55
2,210,4,2,11時,02
2,210,4,2,11時,09
2,210,4,2,11時,16
2,210,4,2,11時,23
2,210,4,2,11時,30
2,210,4,2,11時,37
2,210,4,2,11時,44
2,210,4,2,11時,51
2,210,4,2,11時,58
2,210,4,2,12時,05
2,210,4,2,12時,12
2,210,4,2,12時,19
2,210,4,2,12時,26
2,210,4,2,12時,33
2,210,4,2,12時,40
2,210,4,2,12時,47
2,210,4,2,12時,54
2,210,4,2,13時,01
2,210,4,2,13時,08
2,210,4,2,13時,15
2,210,4,2,13時,22
2,210,4,2,13時,29
2,210,4,2,13時,36
2,210,4,2,13時,43
2,210,4,2,13時,50
2,210,4,2,13時,57
2,210,4,2,14時,04
2,210,4,2,14時,11
2,210,4,2,14時,18
2,210,4,2,14時,25
2,210,4,2,14時,32
2,210,4,2,14時,39
2,210,4,2,14時,46
2,210,4,2,14時,53
2,210,4,2,15時,00
2,210,4,2,15時,07
2,210,4,2,15時,14
2,210,4,2,15時,21
2,210,4,2,15時,28
2,210,4,2,15時,35
2,210,4,2,15時,42
2,210,4,2,15時,49
2,210,4,2,15時,56
2,210,4,2,16時,03
2,210,4,2,16時,10
2,210,4,2,16時,17
2,210,4,2,16時,24
2,210,4,2,16時,31
2,210,4,2,16時,38
2,210,4,2,16時,45
2,210,4,2,16時,52
2,210,4,2,16時,59
2,210,4,2,17時,06
2,210,4,2,17時,13
2,210,4,2,17時,20
2,210,4,2,17時,27
2,210,4,2,17時,34
2,210,4,2,17時,41
2,210,4,2,17時,48
2,210,4,2,17時,55
2,210,4,2,18時,02
2,210,4,2,18時,09
2,210,4,2,18時,16
2,210,4,2,18時,23
2,210,4,2,18時,30
2,210,4,2,18時,37
2,210,4,2,18時,44
2,210,4,2,18時,51
2,210,4,2,18時,58
2,210,4,2,19時,05
2,210,4,2,19時,12
2,210,4,2,19時,20
2,210,4,2,19時,28
2,210,4,2,19時,36
2,210,4,2,19時,44
2,210,4,2,19時,52
2,210,4,2,20時,00
2,210,4,2,20時,07
2,210,4,2,20時,15
2,210,4,2,20時,22
2,210,4,2,20時,30
2,210,4,2,20時,37
2,210,4,2,20時,45
2,210,4,2,20時,52
2,210,4,2,21時,00
2,210,4,2,21時,07
2,210,4,2,21時,15
2,210,4,2,21時,22
2,210,4,2,21時,30
2,210,4,2,21時,37
2,210,4,2,21時,45
2,210,4,2,21時,52
2,210,4,2,22時,00
2,210,4,2,22時,07
2,210,4,2,22時,15
2,210,4,2,22時,24
2,210,4,2,22時,33
2,210,4,2,22時,41
2,210,4,2,22時,51
2,210,4,2,23時,00
2,210,4,2,23時,09
2,210,4,2,23時,17
2,210,4,2,23時,27
2,210,4,2,23時,37
2,210,4,2,23時,47
2,210,4,2,23時,57
2,210,4,2,0時,07
2,210,4,2,0時,17
2,211,3,1,6時,19
2,211,3,1,6時,29
2,211,3,1,6時,39
2,211,3,1,6時,49
2,211,3,1,6時,58
2,211,3,1,7時,07
2,211,3,1,7時,16
2,211,3,1,7時,25
2,211,3,1,7時,32
2,211,3,1,7時,39
2,211,3,1,7時,45
2,211,3,1,7時,49
2,211,3,1,7時,54
2,211,3,1,7時,58
2,211,3,1,8時,02
2,211,3,1,8時,07
2,211,3,1,8時,11
2,211,3,1,8時,15
2,211,3,1,8時,19
2,211,3,1,8時,23
2,211,3,1,8時,27
2,211,3,1,8時,31
2,211,3,1,8時,36
2,211,3,1,8時,40
2,211,3,1,8時,45
2,211,3,1,8時,49
2,211,3,1,8時,53
2,211,3,1,8時,57
2,211,3,1,9時,01
2,211,3,1,9時,05
2,211,3,1,9時,09
2,211,3,1,9時,13
2,211,3,1,9時,18
2,211,3,1,9時,22
2,211,3,1,9時,27
2,211,3,1,9時,31
2,211,3,1,9時,35
2,211,3,1,9時,39
2,211,3,1,9時,43
2,211,3,1,9時,48
2,211,3,1,9時,53
2,211,3,1,10時,01
2,211,3,1,10時,08
2,211,3,1,10時,15
2,211,3,1,10時,22
2,211,3,1,10時,29
2,211,3,1,10時,36
2,211,3,1,10時,43
2,211,3,1,10時,50
2,211,3,1,10時,57
2,211,3,1,11時,04
2,211,3,1,11時,11
2,211,3,1,11時,18
2,211,3,1,11時,25
2,211,3,1,11時,32
2,211,3,1,11時,39
2,211,3,1,11時,46
2,211,3,1,11時,53
2,211,3,1,12時,00
2,211,3,1,12時,07
2,211,3,1,12時,14
2,211,3,1,12時,21
2,211,3,1,12時,28
2,211,3,1,12時,35
