路線ID,駅ID,方面ID,日区分,時,分
1,101,2,1,6時,00
1,101,2,1,6時,10
1,101,2,1,6時,20
1,101,2,1,6時,30
1,101,2,1,6時,39
1,101,2,1,6時,48
1,101,2,1,6時,57
1,101,2,1,7時,06
1,101,2,1,7時,14
1,101,2,1,7時,21
1,101,2,1,7時,29
1,101,2,1,7時,33
1,101,2,1,7時,37
1,101,2,1,7時,41
1,101,2,1,7時,45
1,101,2,1,7時,50
1,101,2,1,7時,54
1,101,2,1,7時,58
1,101,2,1,8時,02
1,101,2,1,8時,07
1,101,2,1,8時,11
1,101,2,1,8時,15
1,101,2,1,8時,19
1,101,2,1,8時,23
1,101,2,1,8時,27
1,101,2,1,8時,31
1,101,2,1,8時,36
1,101,2,1,8時,40
1,101,2,1,8時,44
1,101,2,1,8時,48※1
1,101,2,1,8時,52
1,101,2,1,8時,56
1,101,2,1,9時,00※1
1,101,2,1,9時,05
1,101,2,1,9時,09※1
1,101,2,1,9時,13
1,101,2,1,9時,17
1,101,2,1,9時,21
1,101,2,1,9時,25※1
1,101,2,1,9時,29
1,101,2,1,9時,33※1
1,101,2,1,9時,37
1,101,2,1,9時,42
1,101,2,1,9時,49
1,101,2,1,9時,56
1,101,2,1,10時,03
1,101,2,1,10時,10
1,101,2,1,10時,17
1,101,2,1,10時,24
1,101,2,1,10時,31
1,101,2,1,10時,38
1,101,2,1,10時,45
1,101,2,1,10時,52
1,101,2,1,10時,59
1,101,2,1,11時,06
1,101,2,1,11時,13
1,101,2,1,11時,20
1,101,2,1,11時,27
1,101,2,1,11時,34
1,101,2,1,11時,41
1,101,2,1,11時,48
1,101,2,1,11時,55
1,101,2,1,12時,02
1,101,2,1,12時,09
1,101,2,1,12時,16
1,101,2,1,12時,23
1,101,2,1,12時,30
1,101,2,1,12時,37
1,101,2,1,12時,44
1,101,2,1,12時,51
1,101,2,1,12時,58
1,101,2,1,13時,05
1,101,2,1,13時,12
1,101,2,1,13時,19
1,101,2,1,13時,26
1,101,2,1,13時,33
1,101,2,1,13時,40
1,101,2,1,13時,47
1,101,2,1,13時,54
1,101,2,1,14時,01
1,101,2,1,14時,08
1,101,2,1,14時,15
1,101,2,1,14時,22
1,101,2,1,14時,29
1,101,2,1,14時,36
1,101,2,1,14時,43
1,101,2,1,14時,50
1,101,2,1,14時,57
1,101,2,1,15時,04
1,101,2,1,15時,11
1,101,2,1,15時,18
1,101,2,1,15時,25
1,101,2,1,15時,32
1,101,2,1,15時,39
1,101,2,1,15時,46
1,101,2,1,15時,53
1,101,2,1,16時,01
1,101,2,1,16時,08
1,101,2,1,16時,15
1,101,2,1,16時,22
1,101,2,1,16時,29
1,101,2,1,16時,35
1,101,2,1,16時,40
1,101,2,1,16時,45
1,101,2,1,16時,50
1,101,2,1,16時,55
1,101,2,1,17時,00
1,101,2,1,17時,06
1,101,2,1,17時,11
1,101,2,1,17時,16
1,101,2,1,17時,21
1,101,2,1,17時,26
1,101,2,1,17時,31
1,101,2,1,17時,36
1,101,2,1,17時,42
1,101,2,1,17時,47
1,101,2,1,17時,52
1,101,2,1,17時,57
1,101,2,1,18時,02
1,101,2,1,18時,07
1,101,2,1,18時,13
1,101,2,1,18時,18
1,101,2,1,18時,23
1,101,2,1,18時,28
1,101,2,1,18時,33
1,101,2,1,18時,38
1,101,2,1,18時,43
1,101,2,1,18時,48
1,101,2,1,18時,53
1,101,2,1,18時,59
1,101,2,1,19時,04
1,101,2,1,19時,09
1,101,2,1,19時,14
1,101,2,1,19時,20
1,101,2,1,19時,25
1,101,2,1,19時,30
1,101,2,1,19時,36
1,101,2,1,19時,41
1,101,2,1,19時,46
1,101,2,1,19時,53
1,101,2,1,20時,02
1,101,2,1,20時,10
1,101,2,1,20時,18
1,101,2,1,20時,26
1,101,2,1,20時,34
1,101,2,1,20時,42
1,101,2,1,20時,50
1,101,2,1,20時,58
1,101,2,1,21時,06
1,101,2,1,21時,14
1,101,2,1,21時,22
1,101,2,1,21時,30
1,101,2,1,21時,38
1,101,2,1,21時,46
1,101,2,1,21時,54
1,101,2,1,22時,02
1,101,2,1,22時,10
1,101,2,1,22時,18
1,101,2,1,22時,27
1,101,2,1,22時,35
1,101,2,1,22時,43
1,101,2,1,22時,51
1,101,2,1,22時,59
1,101,2,1,23時,08
1,101,2,1,23時,17
1,101,2,1,23時,26
1,101,2,1,23時,35
1,101,2,1,23時,43
1,101,2,1,23時,51
1,101,2,1,0時,00
1,101,2,2,6時,00
1,101,2,2,6時,10
1,101,2,2,6時,20
1,101,2,2,6時,30
1,101,2,2,6時,40
1,101,2,2,6時,49
1,101,2,2,6時,57
1,101,2,2,7時,05
1,101,2,2,7時,12
1,101,2,2,7時,20
1,101,2,2,7時,26
1,101,2,2,7時,33
1,101,2,2,7時,39
1,101,2,2,7時,45
1,101,2,2,7時,51
1,101,2,2,7時,57
1,101,2,2,8時,03
1,101,2,2,8時,09
1,101,2,2,8時,15
1,101,2,2,8時,21
1,101,2,2,8時,27
1,101,2,2,8時,32
1,101,2,2,8時,38
1,101,2,2,8時,44
1,101,2,2,8時,50
1,101,2,2,8時,56
1,101,2,2,9時,03
1,101,2,2,9時,10
1,101,2,2,9時,15
1,101,2,2,9時,21
1,101,2,2,9時,28
1,101,2,2,9時,35
1,101,2,2,9時,42
1,101,2,2,9時,49
1,101,2,2,9時,56
1,101,2,2,10時,03
1,101,2,2,10時,10
1,101,2,2,10時,17
1,101,2,2,10時,24
1,101,2,2,10時,31
1,101,2,2,10時,38
1,101,2,2,10時,45
1,101,2,2,10時,52
1,101,2,2,10時,59
1,101,2,2,11時,06
1,101,2,2,11時,13
1,101,2,2,11時,20
1,101,2,2,11時,27
1,101,2,2,11時,34
1,101,2,2,11時,41
1,101,2,2,11時,48
1,101,2,2,11時,55
1,101,2,2,12時,02
1,101,2,2,12時,09
1,101,2,2,12時,16
1,101,2,2,12時,23
1,101,2,2,12時,30
1,101,2,2,12時,37
1,101,2,2,12時,44
1,101,2,2,12時,51
1,101,2,2,12時,58
1,101,2,2,13時,05
1,101,2,2,13時,12
1,101,2,2,13時,19
1,101,2,2,13時,26
1,101,2,2,13時,33
1,101,2,2,13時,40
1,101,2,2,13時,47
1,101,2,2,13時,54
1,101,2,2,14時,01
1,101,2,2,14時,08
1,101,2,2,14時,15
1,101,2,2,14時,22
1,101,2,2,14時,29
1,101,2,2,14時,36
1,101,2,2,14時,43
1,101,2,2,14時,50
1,101,2,2,14時,57
1,101,2,2,15時,04
1,101,2,2,15時,11
1,101,2,2,15時,18
1,101,2,2,15時,25
1,101,2,2,15時,32
1,101,2,2,15時,39
1,101,2,2,15時,46
1,101,2,2,15時,53
1,101,2,2,16時,00
1,101,2,2,16時,07
1,101,2,2,16時,14
1,101,2,2,16時,21
1,101,2,2,16時,28
1,101,2,2,16時,35
1,101,2,2,16時,42
1,101,2,2,16時,49
1,101,2,2,16時,56
1,101,2,2,17時,03
1,101,2,2,17時,10
1,101,2,2,17時,17
1,101,2,2,17時,24
1,101,2,2,17時,31
1,101,2,2,17時,38
1,101,2,2,17時,45
1,101,2,2,17時,52
1,101,2,2,17時,59
1,101,2,2,18時,06
1,101,2,2,18時,13
1,101,2,2,18時,20
1,101,2,2,18時,27
1,101,2,2,18時,34
1,101,2,2,18時,41
1,101,2,2,18時,48
1,101,2,2,18時,57
1,101,2,2,19時,04
1,101,2,2,19時,12
1,101,2,2,19時,18
1,101,2,2,19時,24
1,101,2,2,19時,31
1,101,2,2,19時,37
1,101,2,2,19時,45
1,101,2,2,19時,54
1,101,2,2,20時,02
1,101,2,2,20時,10
1,101,2,2,20時,18
1,101,2,2,20時,26
1,101,2,2,20時,34
1,101,2,2,20時,42
1,101,2,2,20時,50
1,101,2,2,20時,58
1,101,2,2,21時,06
1,101,2,2,21時,14
1,101,2,2,21時,22
1,101,2,2,21時,30
1,101,2,2,21時,38
1,101,2,2,21時,46
1,101,2,2,21時,54
1,101,2,2,22時,02
1,101,2,2,22時,10
1,101,2,2,22時,18
1,101,2,2,22時,27
1,101,2,2,22時,35
1,101,2,2,22時,43
1,101,2,2,22時,51
1,101,2,2,22時,59
1,101,2,2,23時,08
1,101,2,2,23時,17
1,101,2,2,23時,26
1,101,2,2,23時,35
1,101,2,2,23時,43
1,101,2,2,23時,51
1,101,2,2,0時,00
1,102,2,1,6時,02
1,102,2,1,6時,12
1,102,2,1,6時,22
1,102,2,1,6時,32
1,102,2,1,6時,41
1,102,2,1,6時,50
1,102,2,1,6時,59
1,102,2,1,7時,08
1,102,2,1,7時,16
1,102,2,1,7時,23
1,102,2,1,7時,31
1,102,2,1,7時,35
1,102,2,1,7時,39
1,102,2,1,7時,43
1,102,2,1,7時,47
1,102,2,1,7時,52
1,102,2,1,7時,56
1,102,2,1,8時,00
1,102,2,1,8時,04
1,102,2,1,8時,09
1,102,2,1,8時,13
1,102,2,1,8時,17
1,102,2,1,8時,21
1,102,2,1,8時,25
1,102,2,1,8時,29
1,102,2,1,8時,33
1,102,2,1,8時,38
1,102,2,1,8時,42
1,102,2,1,8時,46
1,102,2,1,8時,50※1
1,102,2,1,8時,54
1,102,2,1,8時,58
1,102,2,1,9時,02※1
1,102,2,1,9時,07
1,102,2,1,9時,11※1
1,102,2,1,9時,15
1,102,2,1,9時,19
1,102,2,1,9時,23
1,102,2,1,9時,27※1
1,102,2,1,9時,31
1,102,2,1,9時,35※1
1,102,2,1,9時,39
1,102,2,1,9時,44
1,102,2,1,9時,51
1,102,2,1,9時,58
1,102,2,1,10時,05
1,102,2,1,10時,12
1,102,2,1,10時,19
1,102,2,1,10時,26
1,102,2,1,10時,33
1,102,2,1,10時,40
1,102,2,1,10時,47
1,102,2,1,10時,54
1,102,2,1,11時,01
1,102,2,1,11時,08
1,102,2,1,11時,15
1,102,2,1,11時,22
1,102,2,1,11時,29
1,102,2,1,11時,36
1,102,2,1,11時,43
1,102,2,1,11時,50
1,102,2,1,11時,57
1,102,2,1,12時,04
1,102,2,1,12時,11
1,102,2,1,12時,18
1,102,2,1,12時,25
1,102,2,1,12時,32
1,102,2,1,12時,39
1,102,2,1,12時,46
1,102,2,1,12時,53
1,102,2,1,13時,00
1,102,2,1,13時,07
1,102,2,1,13時,14
1,102,2,1,13時,21
1,102,2,1,13時,28
1,102,2,1,13時,35
1,102,2,1,13時,42
1,102,2,1,13時,49
1,102,2,1,13時,56
1,102,2,1,14時,03
1,102,2,1,14時,10
1,102,2,1,14時,17
1,102,2,1,14時,24
1,102,2,1,14時,31
1,102,2,1,14時,38
1,102,2,1,14時,45
1,102,2,1,14時,52
1,102,2,1,14時,59
1,102,2,1,15時,06
1,102,2,1,15時,13
1,102,2,1,15時,20
1,102,2,1,15時,27
1,102,2,1,15時,34
1,102,2,1,15時,41
1,102,2,1,15時,48
1,102,2,1,15時,55
1,102,2,1,16時,03
1,102,2,1,16時,10
1,102,2,1,16時,17
1,102,2,1,16時,24
1,102,2,1,16時,31
1,102,2,1,16時,37
1,102,2,1,16時,42
1,102,2,1,16時,47
1,102,2,1,16時,52
1,102,2,1,16時,57
1,102,2,1,17時,02
1,102,2,1,17時,08
1,102,2,1,17時,13
1,102,2,1,17時,18
1,102,2,1,17時,23
1,102,2,1,17時,28
1,102,2,1,17時,33
1,102,2,1,17時,38
1,102,2,1,17時,44
1,102,2,1,17時,49
1,102,2,1,17時,54
1,102,2,1,17時,59
1,102,2,1,18時,04
1,102,2,1,18時,09
1,102,2,1,18時,15
1,102,2,1,18時,20
1,102,2,1,18時,25
1,102,2,1,18時,30
1,102,2,1,18時,35
1,102,2,1,18時,40
1,102,2,1,18時,45
1,102,2,1,18時,50
1,102,2,1,18時,55
1,102,2,1,19時,01
1,102,2,1,19時,06
1,102,2,1,19時,11
1,102,2,1,19時,16
1,102,2,1,19時,22
1,102,2,1,19時,27
1,102,2,1,19時,32
1,102,2,1,19時,38
1,102,2,1,19時,43
1,102,2,1,19時,48
1,102,2,1,19時,55
1,102,2,1,20時,04
1,102,2,1,20時,12
1,102,2,1,20時,20
1,102,2,1,20時,28
1,102,2,1,20時,36
1,102,2,1,20時,44
1,102,2,1,20時,52
1,102,2,1,21時,00
1,102,2,1,21時,08
1,102,2,1,21時,16
1,102,2,1,21時,24
1,102,2,1,21時,32
1,102,2,1,21時,40
1,102,2,1,21時,48
1,102,2,1,21時,56
1,102,2,1,22時,04
1,102,2,1,22時,12
1,102,2,1,22時,20
1,102,2,1,22時,29
1,102,2,1,22時,37
1,102,2,1,22時,45
1,102,2,1,22時,53
1,102,2,1,23時,01
1,102,2,1,23時,10
1,102,2,1,23時,19
1,102,2,1,23時,28
1,102,2,1,23時,37
1,102,2,1,23時,45
1,102,2,1,23時,53
1,102,2,1,0時,02
1,102,2,2,6時,02
1,102,2,2,6時,12
1,102,2,2,6時,22
1,102,2,2,6時,32
1,102,2,2,6時,42
1,102,2,2,6時,51
1,102,2,2,6時,59
1,102,2,2,7時,07
1,102,2,2,7時,14
1,102,2,2,7時,22
1,102,2,2,7時,28
1,102,2,2,7時,35
1,102,2,2,7時,41
1,102,2,2,7時,47
1,102,2,2,7時,53
1,102,2,2,7時,59
1,102,2,2,8時,05
1,102,2,2,8時,11
1,102,2,2,8時,17
1,102,2,2,8時,23
1,102,2,2,8時,29
1,102,2,2,8時,34
1,102,2,2,8時,40
1,102,2,2,8時,46
1,102,2,2,8時,52
1,102,2,2,8時,58
1,102,2,2,9時,05
1,102,2,2,9時,12
1,102,2,2,9時,17
1,102,2,2,9時,23
1,102,2,2,9時,30
1,102,2,2,9時,37
1,102,2,2,9時,44
1,102,2,2,9時,51
1,102,2,2,9時,58
1,102,2,2,10時,05
1,102,2,2,10時,12
1,102,2,2,10時,19
1,102,2,2,10時,26
1,102,2,2,10時,33
1,102,2,2,10時,40
1,102,2,2,10時,47
1,102,2,2,10時,54
1,102,2,2,11時,01
1,102,2,2,11時,08
1,102,2,2,11時,15
1,102,2,2,11時,22
1,102,2,2,11時,29
1,102,2,2,11時,36
1,102,2,2,11時,43
1,102,2,2,11時,50
1,102,2,2,11時,57
1,102,2,2,12時,04
1,102,2,2,12時,11
1,102,2,2,12時,18
1,102,2,2,12時,25
1,102,2,2,12時,32
1,102,2,2,12時,39
1,102,2,2,12時,46
1,102,2,2,12時,53
1,102,2,2,13時,00
1,102,2,2,13時,07
1,102,2,2,13時,14
1,102,2,2,13時,21
1,102,2,2,13時,28
1,102,2,2,13時,35
1,102,2,2,13時,42
1,102,2,2,13時,49
1,102,2,2,13時,56
1,102,2,2,14時,03
1,102,2,2,14時,10
1,102,2,2,14時,17
1,102,2,2,14時,24
1,102,2,2,14時,31
1,102,2,2,14時,38
1,102,2,2,14時,45
1,102,2,2,14時,52
1,102,2,2,14時,59
1,102,2,2,15時,06
1,102,2,2,15時,13
1,102,2,2,15時,20
1,102,2,2,15時,27
1,102,2,2,15時,34
1,102,2,2,15時,41
1,102,2,2,15時,48
1,102,2,2,15時,55
1,102,2,2,16時,02
1,102,2,2,16時,09
1,102,2,2,16時,16
1,102,2,2,16時,23
1,102,2,2,16時,30
1,102,2,2,16時,37
1,102,2,2,16時,44
1,102,2,2,16時,51
1,102,2,2,16時,58
1,102,2,2,17時,05
1,102,2,2,17時,12
1,102,2,2,17時,19
1,102,2,2,17時,26
1,102,2,2,17時,33
1,102,2,2,17時,40
1,102,2,2,17時,47
1,102,2,2,17時,54
1,102,2,2,18時,01
1,102,2,2,18時,08
1,102,2,2,18時,15
1,102,2,2,18時,22
1,102,2,2,18時,29
1,102,2,2,18時,36
1,102,2,2,18時,43
1,102,2,2,18時,50
1,102,2,2,18時,59
1,102,2,2,19時,06
1,102,2,2,19時,14
1,102,2,2,19時,20
1,102,2,2,19時,26
1,102,2,2,19時,33
1,102,2,2,19時,39
1,102,2,2,19時,47
1,102,2,2,19時,56
1,102,2,2,20時,04
1,102,2,2,20時,12
1,102,2,2,20時,20
1,102,2,2,20時,28
1,102,2,2,20時,36
1,102,2,2,20時,44
1,102,2,2,20時,52
1,102,2,2,21時,00
1,102,2,2,21時,08
1,102,2,2,21時,16
1,102,2,2,21時,24
1,102,2,2,21時,32
1,102,2,2,21時,40
1,102,2,2,21時,48
1,102,2,2,21時,56
1,102,2,2,22時,04
1,102,2,2,22時,12
1,102,2,2,22時,20
1,102,2,2,22時,29
1,102,2,2,22時,37
1,102,2,2,22時,45
1,102,2,2,22時,53
1,102,2,2,23時,01
1,102,2,2,23時,10
1,102,2,2,23時,19
1,102,2,2,23時,28
1,102,2,2,23時,37
1,102,2,2,23時,45
1,102,2,2,23時,53
1,102,2,2,0時,02
1,102,1,1,6時,25
1,102,1,1,6時,35
1,102,1,1,6時,45
1,102,1,1,6時,55
1,102,1,1,7時,02
1,102,1,1,7時,10
1,102,1,1,7時,17
1,102,1,1,7時,23
1,102,1,1,7時,29
1,102,1,1,7時,33
1,102,1,1,7時,37
1,102,1,1,7時,42
1,102,1,1,7時,46
1,102,1,1,7時,50
1,102,1,1,7時,55
1,102,1,1,7時,59
1,102,1,1,8時,03
1,102,1,1,8時,07
1,102,1,1,8時,12
1,102,1,1,8時,16
1,102,1,1,8時,20
1,102,1,1,8時,24
1,102,1,1,8時,28
1,102,1,1,8時,32
1,102,1,1,8時,36
1,102,1,1,8時,40
1,102,1,1,8時,44
1,102,1,1,8時,48
1,102,1,1,8時,53
1,102,1,1,8時,57
1,102,1,1,9時,01
1,102,1,1,9時,05
1,102,1,1,9時,09
1,102,1,1,9時,13
1,102,1,1,9時,17
1,102,1,1,9時,21
1,102,1,1,9時,25
1,102,1,1,9時,29
1,102,1,1,9時,34
1,102,1,1,9時,39
1,102,1,1,9時,45
1,102,1,1,9時,52
1,102,1,1,9時,59
1,102,1,1,10時,06
1,102,1,1,10時,14
1,102,1,1,10時,21
1,102,1,1,10時,27
1,102,1,1,10時,35
1,102,1,1,10時,42
1,102,1,1,10時,49
1,102,1,1,10時,56
1,102,1,1,11時,03
1,102,1,1,11時,10
1,102,1,1,11時,17
1,102,1,1,11時,24
1,102,1,1,11時,31
1,102,1,1,11時,38
1,102,1,1,11時,45
1,102,1,1,11時,52
1,102,1,1,11時,59
1,102,1,1,12時,06
1,102,1,1,12時,13
1,102,1,1,12時,20
1,102,1,1,12時,27
1,102,1,1,12時,34
1,102,1,1,12時,41
1,102,1,1,12時,48
1,102,1,1,12時,55
1,102,1,1,13時,02
1,102,1,1,13時,09
1,102,1,1,13時,16
1,102,1,1,13時,23
1,102,1,1,13時,30
1,102,1,1,13時,37
1,102,1,1,13時,44
1,102,1,1,13時,51
1,102,1,1,13時,58
1,102,1,1,14時,05
1,102,1,1,14時,12
1,102,1,1,14時,19
1,102,1,1,14時,26
1,102,1,1,14時,33
1,102,1,1,14時,40
1,102,1,1,14時,47
1,102,1,1,14時,54
1,102,1,1,15時,01
1,102,1,1,15時,08
1,102,1,1,15時,15
1,102,1,1,15時,22
1,102,1,1,15時,29
1,102,1,1,15時,36
1,102,1,1,15時,43
1,102,1,1,15時,50
1,102,1,1,15時,57
1,102,1,1,16時,04
1,102,1,1,16時,11
1,102,1,1,16時,18
1,102,1,1,16時,25
1,102,1,1,16時,31
1,102,1,1,16時,36
1,102,1,1,16時,41
1,102,1,1,16時,46
1,102,1,1,16時,51
1,102,1,1,16時,56
1,102,1,1,17時,02
1,102,1,1,17時,07
1,102,1,1,17時,12
1,102,1,1,17時,18
1,102,1,1,17時,23
1,102,1,1,17時,28
1,102,1,1,17時,33
1,102,1,1,17時,38
1,102,1,1,17時,43
1,102,1,1,17時,48
1,102,1,1,17時,54
1,102,1,1,17時,59
1,102,1,1,18時,04
1,102,1,1,18時,09
1,102,1,1,18時,14
1,102,1,1,18時,19
1,102,1,1,18時,25
1,102,1,1,18時,30
1,102,1,1,18時,35
1,102,1,1,18時,40
1,102,1,1,18時,45
1,102,1,1,18時,50
1,102,1,1,18時,55
1,102,1,1,19時,00
1,102,1,1,19時,06
1,102,1,1,19時,11
1,102,1,1,19時,16
1,102,1,1,19時,21
1,102,1,1,19時,26
1,102,1,1,19時,32
1,102,1,1,19時,38
1,102,1,1,19時,46
1,102,1,1,19時,54
1,102,1,1,20時,02
1,102,1,1,20時,10
1,102,1,1,20時,18
1,102,1,1,20時,26
1,102,1,1,20時,34
1,102,1,1,20時,42
1,102,1,1,20時,50
1,102,1,1,20時,59
1,102,1,1,21時,07
1,102,1,1,21時,15
1,102,1,1,21時,23
1,102,1,1,21時,31
1,102,1,1,21時,39
1,102,1,1,21時,47
1,102,1,1,21時,55
1,102,1,1,22時,03
1,102,1,1,22時,11
1,102,1,1,22時,19
1,102,1,1,22時,27
1,102,1,1,22時,35
1,102,1,1,22時,43
1,102,1,1,22時,51
1,102,1,1,23時,00
1,102,1,1,23時,08
1,102,1,1,23時,17
1,102,1,1,23時,24
1,102,1,1,23時,32
1,102,1,1,23時,40
1,102,1,1,23時,48
1,102,1,1,23時,57
1,102,1,1,0時,07
1,102,1,1,0時,16
1,102,1,1,0時,25
1,102,1,2,6時,25
1,102,1,2,6時,35
1,102,1,2,6時,45
1,102,1,2,6時,55
1,102,1,2,7時,02
1,102,1,2,7時,10
1,102,1,2,7時,17
1,102,1,2,7時,23
1,102,1,2,7時,29
1,102,1,2,7時,35
1,102,1,2,7時,41
1,102,1,2,7時,47
1,102,1,2,7時,53
1,102,1,2,7時,59
1,102,1,2,8時,05
1,102,1,2,8時,10
1,102,1,2,8時,16
1,102,1,2,8時,22
1,102,1,2,8時,28
1,102,1,2,8時,34
1,102,1,2,8時,40
1,102,1,2,8時,46
1,102,1,2,8時,52
1,102,1,2,8時,58
1,102,1,2,9時,04
1,102,1,2,9時,10
1,102,1,2,9時,17
1,102,1,2,9時,24
1,102,1,2,9時,32
1,102,1,2,9時,39
1,102,1,2,9時,46
1,102,1,2,9時,53
1,102,1,2,10時,00
1,102,1,2,10時,07
1,102,1,2,10時,14
1,102,1,2,10時,21
1,102,1,2,10時,28
1,102,1,2,10時,35
1,102,1,2,10時,42
1,102,1,2,10時,49
1,102,1,2,10時,56
1,102,1,2,11時,03
1,102,1,2,11時,10
1,102,1,2,11時,17
1,102,1,2,11時,24
1,102,1,2,11時,31
1,102,1,2,11時,38
1,102,1,2,11時,45
1,102,1,2,11時,52
1,102,1,2,11時,59
1,102,1,2,12時,06
1,102,1,2,12時,13
1,102,1,2,12時,20
1,102,1,2,12時,27
1,102,1,2,12時,34
1,102,1,2,12時,41
1,102,1,2,12時,48
1,102,1,2,12時,55
1,102,1,2,13時,02
1,102,1,2,13時,09
1,102,1,2,13時,16
1,102,1,2,13時,23
1,102,1,2,13時,30
1,102,1,2,13時,37
1,102,1,2,13時,44
1,102,1,2,13時,51
1,102,1,2,13時,58
1,102,1,2,14時,05
1,102,1,2,14時,12
1,102,1,2,14時,19
1,102,1,2,14時,26
1,102,1,2,14時,33
1,102,1,2,14時,40
1,102,1,2,14時,47
1,102,1,2,14時,54
1,102,1,2,15時,01
1,102,1,2,15時,08
1,102,1,2,15時,15
1,102,1,2,15時,22
1,102,1,2,15時,29
1,102,1,2,15時,36
1,102,1,2,15時,43
1,102,1,2,15時,50
1,102,1,2,15時,57
1,102,1,2,16時,04
1,102,1,2,16時,11
1,102,1,2,16時,18
1,102,1,2,16時,25
1,102,1,2,16時,32
1,102,1,2,16時,39
1,102,1,2,16時,46
1,102,1,2,16時,53
1,102,1,2,17時,00
1,102,1,2,17時,07
1,102,1,2,17時,14
1,102,1,2,17時,21
1,102,1,2,17時,28
1,102,1,2,17時,35
1,102,1,2,17時,42
1,102,1,2,17時,49
1,102,1,2,17時,56
1,102,1,2,18時,03
1,102,1,2,18時,10
1,102,1,2,18時,17
1,102,1,2,18時,24
1,102,1,2,18時,31
1,102,1,2,18時,38
1,102,1,2,18時,45
1,102,1,2,18時,52
1,102,1,2,18時,59
1,102,1,2,19時,06
1,102,1,2,19時,13
1,102,1,2,19時,20
1,102,1,2,19時,28
1,102,1,2,19時,37
1,102,1,2,19時,45
1,102,1,2,19時,54
1,102,1,2,20時,02
1,102,1,2,20時,10
1,102,1,2,20時,18
1,102,1,2,20時,26
1,102,1,2,20時,34
1,102,1,2,20時,42
1,102,1,2,20時,51
1,102,1,2,20時,59
1,102,1,2,21時,07
1,102,1,2,21時,15
1,102,1,2,21時,23
1,102,1,2,21時,31
1,102,1,2,21時,39
1,102,1,2,21時,47
1,102,1,2,21時,55
1,102,1,2,22時,03
1,102,1,2,22時,11
1,102,1,2,22時,19
1,102,1,2,22時,27
1,102,1,2,22時,35
1,102,1,2,22時,43
1,102,1,2,22時,51
1,102,1,2,23時,00
1,102,1,2,23時,08
1,102,1,2,23時,17
1,102,1,2,23時,24
1,102,1,2,23時,32
1,102,1,2,23時,40
1,102,1,2,23時,48
1,102,1,2,23時,57
1,102,1,2,0時,07
1,102,1,2,0時,16
1,102,1,2,0時,25
1,103,2,1,6時,04
1,103,2,1,6時,14
1,103,2,1,6時,24
1,103,2,1,6時,34
1,103,2,1,6時,43
1,103,2,1,6時,52
1,103,2,1,7時,01
1,103,2,1,7時,10
1,103,2,1,7時,18
1,103,2,1,7時,25
1,103,2,1,7時,33
1,103,2,1,7時,37
1,103,2,1,7時,41
1,103,2,1,7時,45
1,103,2,1,7時,49
1,103,2,1,7時,54
1,103,2,1,7時,58
1,103,2,1,8時,02
1,103,2,1,8時,06
1,103,2,1,8時,11
1,103,2,1,8時,15
1,103,2,1,8時,19
1,103,2,1,8時,23
1,103,2,1,8時,27
1,103,2,1,8時,31
1,103,2,1,8時,35
1,103,2,1,8時,40
1,103,2,1,8時,44
1,103,2,1,8時,48
1,103,2,1,8時,52※1
1,103,2,1,8時,56
1,103,2,1,9時,00
1,103,2,1,9時,04※1
1,103,2,1,9時,09
1,103,2,1,9時,13※1
1,103,2,1,9時,17
1,103,2,1,9時,21
1,103,2,1,9時,25
1,103,2,1,9時,29※1
1,103,2,1,9時,33
1,103,2,1,9時,37※1
1,103,2,1,9時,41
1,103,2,1,9時,46
1,103,2,1,9時,53
1,103,2,1,10時,00
1,103,2,1,10時,07
1,103,2,1,10時,14
1,103,2,1,10時,21
1,103,2,1,10時,28
1,103,2,1,10時,35
1,103,2,1,10時,42
1,103,2,1,10時,49
1,103,2,1,10時,56
1,103,2,1,11時,03
1,103,2,1,11時,10
1,103,2,1,11時,17
1,103,2,1,11時,24
1,103,2,1,11時,31
1,103,2,1,11時,38
1,103,2,1,11時,45
1,103,2,1,11時,52
1,103,2,1,11時,59
1,103,2,1,12時,06
1,103,2,1,12時,13
1,103,2,1,12時,20
1,103,2,1,12時,27
1,103,2,1,12時,34
1,103,2,1,12時,41
1,103,2,1,12時,48
1,103,2,1,12時,55
1,103,2,1,13時,02
1,103,2,1,13時,09
1,103,2,1,13時,16
1,103,2,1,13時,23
1,103,2,1,13時,30
1,103,2,1,13時,37
1,103,2,1,13時,44
1,103,2,1,13時,51
1,103,2,1,13時,58
1,103,2,1,14時,05
1,103,2,1,14時,12
1,103,2,1,14時,19
1,103,2,1,14時,26
1,103,2,1,14時,33
1,103,2,1,14時,40
1,103,2,1,14時,47
1,103,2,1,14時,54
1,103,2,1,15時,01
1,103,2,1,15時,08
1,103,2,1,15時,15
1,103,2,1,15時,22
1,103,2,1,15時,29
1,103,2,1,15時,36
1,103,2,1,15時,43
1,103,2,1,15時,50
1,103,2,1,15時,57
1,103,2,1,16時,05
1,103,2,1,16時,12
1,103,2,1,16時,19
1,103,2,1,16時,26
1,103,2,1,16時,33
1,103,2,1,16時,39
1,103,2,1,16時,44
1,103,2,1,16時,49
1,103,2,1,16時,54
1,103,2,1,16時,59
1,103,2,1,17時,04
1,103,2,1,17時,10
1,103,2,1,17時,15
1,103,2,1,17時,20
1,103,2,1,17時,25
1,103,2,1,17時,30
