路線ID,路線名,駅ID,駅名,方面ID,方面名,日区分,日区分名,時,分
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,19時,04
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,19時,11
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,19時,19
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,19時,25
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,19時,31
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,19時,38
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,19時,44
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,19時,52
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,20時,01
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,20時,09
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,20時,17
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,20時,25
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,20時,33
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,20時,41
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,20時,49
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,20時,57
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,21時,05
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,21時,13
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,21時,21
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,21時,29
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,21時,37
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,21時,45
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,21時,53
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,22時,01
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,22時,09
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,22時,17
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,22時,25
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,22時,34
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,22時,42
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,22時,50
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,22時,58
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,23時,06
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,23時,15
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,23時,24
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,23時,33
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,23時,42
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,23時,50
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,23時,58
1,南北線,105,北12条,2,真駒内方面,2,土曜日・日曜日・祝日,0時,07
1,南北線,105,北12条,1,麻生方面,1,平日,6時,20
1,南北線,105,北12条,1,麻生方面,1,平日,6時,30
1,南北線,105,北12条,1,麻生方面,1,平日,6時,40
1,南北線,105,北12条,1,麻生方面,1,平日,6時,50
1,南北線,105,北12条,1,麻生方面,1,平日,6時,57
1,南北線,105,北12条,1,麻生方面,1,平日,7時,05
1,南北線,105,北12条,1,麻生方面,1,平日,7時,12
1,南北線,105,北12条,1,麻生方面,1,平日,7時,18
1,南北線,105,北12条,1,麻生方面,1,平日,7時,24
1,南北線,105,北12条,1,麻生方面,1,平日,7時,28
1,南北線,105,北12条,1,麻生方面,1,平日,7時,32
1,南北線,105,北12条,1,麻生方面,1,平日,7時,37
1,南北線,105,北12条,1,麻生方面,1,平日,7時,41
1,南北線,105,北12条,1,麻生方面,1,平日,7時,45
1,南北線,105,北12条,1,麻生方面,1,平日,7時,50
1,南北線,105,北12条,1,麻生方面,1,平日,7時,54
1,南北線,105,北12条,1,麻生方面,1,平日,7時,58
1,南北線,105,北12条,1,麻生方面,1,平日,8時,02
1,南北線,105,北12条,1,麻生方面,1,平日,8時,07
1,南北線,105,北12条,1,麻生方面,1,平日,8時,11
1,南北線,105,北12条,1,麻生方面,1,平日,8時,15
1,南北線,105,北12条,1,麻生方面,1,平日,8時,19
1,南北線,105,北12条,1,麻生方面,1,平日,8時,23
1,南北線,105,北12条,1,麻生方面,1,平日,8時,27
1,南北線,105,北12条,1,麻生方面,1,平日,8時,31
1,南北線,105,北12条,1,麻生方面,1,平日,8時,35
1,南北線,105,北12条,1,麻生方面,1,平日,8時,39
1,南北線,105,北12条,1,麻生方面,1,平日,8時,43
1,南北線,105,北12条,1,麻生方面,1,平日,8時,48
1,南北線,105,北12条,1,麻生方面,1,平日,8時,52
1,南北線,105,北12条,1,麻生方面,1,平日,8時,56
1,南北線,105,北12条,1,麻生方面,1,平日,9時,00
1,南北線,105,北12条,1,麻生方面,1,平日,9時,04
1,南北線,105,北12条,1,麻生方面,1,平日,9時,08
1,南北線,105,北12条,1,麻生方面,1,平日,9時,12
1,南北線,105,北12条,1,麻生方面,1,平日,9時,16
1,南北線,105,北12条,1,麻生方面,1,平日,9時,20
1,南北線,105,北12条,1,麻生方面,1,平日,9時,24
1,南北線,105,北12条,1,麻生方面,1,平日,9時,29
1,南北線,105,北12条,1,麻生方面,1,平日,9時,34
1,南北線,105,北12条,1,麻生方面,1,平日,9時,40
1,南北線,105,北12条,1,麻生方面,1,平日,9時,47
1,南北線,105,北12条,1,麻生方面,1,平日,9時,54
1,南北線,105,北12条,1,麻生方面,1,平日,10時,01
1,南北線,105,北12条,1,麻生方面,1,平日,10時,09
1,南北線,105,北12条,1,麻生方面,1,平日,10時,16
1,南北線,105,北12条,1,麻生方面,1,平日,10時,22
1,南北線,105,北12条,1,麻生方面,1,平日,10時,30
1,南北線,105,北12条,1,麻生方面,1,平日,10時,37
1,南北線,105,北12条,1,麻生方面,1,平日,10時,44
1,南北線,105,北12条,1,麻生方面,1,平日,10時,51
1,南北線,105,北12条,1,麻生方面,1,平日,10時,58
1,南北線,105,北12条,1,麻生方面,1,平日,11時,05
1,南北線,105,北12条,1,麻生方面,1,平日,11時,12
1,南北線,105,北12条,1,麻生方面,1,平日,11時,19
1,南北線,105,北12条,1,麻生方面,1,平日,11時,26
1,南北線,105,北12条,1,麻生方面,1,平日,11時,33
1,南北線,105,北12条,1,麻生方面,1,平日,11時,40
1,南北線,105,北12条,1,麻生方面,1,平日,11時,47
1,南北線,105,北12条,1,麻生方面,1,平日,11時,54
1,南北線,105,北12条,1,麻生方面,1,平日,12時,01
1,南北線,105,北12条,1,麻生方面,1,平日,12時,08
1,南北線,105,北12条,1,麻生方面,1,平日,12時,15
1,南北線,105,北12条,1,麻生方面,1,平日,12時,22
1,南北線,105,北12条,1,麻生方面,1,平日,12時,29
1,南北線,105,北12条,1,麻生方面,1,平日,12時,36
1,南北線,105,北12条,1,麻生方面,1,平日,12時,43
1,南北線,105,北12条,1,麻生方面,1,平日,12時,50
1,南北線,105,北12条,1,麻生方面,1,平日,12時,57
1,南北線,105,北12条,1,麻生方面,1,平日,13時,04
1,南北線,105,北12条,1,麻生方面,1,平日,13時,11
1,南北線,105,北12条,1,麻生方面,1,平日,13時,18
1,南北線,105,北12条,1,麻生方面,1,平日,13時,25
1,南北線,105,北12条,1,麻生方面,1,平日,13時,32
1,南北線,105,北12条,1,麻生方面,1,平日,13時,39
1,南北線,105,北12条,1,麻生方面,1,平日,13時,46
1,南北線,105,北12条,1,麻生方面,1,平日,13時,53
1,南北線,105,北12条,1,麻生方面,1,平日,14時,00
1,南北線,105,北12条,1,麻生方面,1,平日,14時,07
1,南北線,105,北12条,1,麻生方面,1,平日,14時,14
1,南北線,105,北12条,1,麻生方面,1,平日,14時,21
1,南北線,105,北12条,1,麻生方面,1,平日,14時,28
1,南北線,105,北12条,1,麻生方面,1,平日,14時,35
1,南北線,105,北12条,1,麻生方面,1,平日,14時,42
1,南北線,105,北12条,1,麻生方面,1,平日,14時,49
1,南北線,105,北12条,1,麻生方面,1,平日,14時,56
1,南北線,105,北12条,1,麻生方面,1,平日,15時,03
1,南北線,105,北12条,1,麻生方面,1,平日,15時,10
1,南北線,105,北12条,1,麻生方面,1,平日,15時,17
1,南北線,105,北12条,1,麻生方面,1,平日,15時,24
1,南北線,105,北12条,1,麻生方面,1,平日,15時,31
1,南北線,105,北12条,1,麻生方面,1,平日,15時,38
1,南北線,105,北12条,1,麻生方面,1,平日,15時,45
1,南北線,105,北12条,1,麻生方面,1,平日,15時,52
1,南北線,105,北12条,1,麻生方面,1,平日,15時,59
1,南北線,105,北12条,1,麻生方面,1,平日,16時,06
1,南北線,105,北12条,1,麻生方面,1,平日,16時,13
1,南北線,105,北12条,1,麻生方面,1,平日,16時,20
1,南北線,105,北12条,1,麻生方面,1,平日,16時,26
1,南北線,105,北12条,1,麻生方面,1,平日,16時,31
1,南北線,105,北12条,1,麻生方面,1,平日,16時,36
1,南北線,105,北12条,1,麻生方面,1,平日,16時,41
1,南北線,105,北12条,1,麻生方面,1,平日,16時,46
1,南北線,105,北12条,1,麻生方面,1,平日,16時,51
1,南北線,105,北12条,1,麻生方面,1,平日,16時,57
1,南北線,105,北12条,1,麻生方面,1,平日,17時,02
1,南北線,105,北12条,1,麻生方面,1,平日,17時,07
1,南北線,105,北12条,1,麻生方面,1,平日,17時,13
1,南北線,105,北12条,1,麻生方面,1,平日,17時,18
1,南北線,105,北12条,1,麻生方面,1,平日,17時,23
1,南北線,105,北12条,1,麻生方面,1,平日,17時,28
1,南北線,105,北12条,1,麻生方面,1,平日,17時,33
1,南北線,105,北12条,1,麻生方面,1,平日,17時,38
1,南北線,105,北12条,1,麻生方面,1,平日,17時,43
1,南北線,105,北12条,1,麻生方面,1,平日,17時,49
1,南北線,105,北12条,1,麻生方面,1,平日,17時,54
1,南北線,105,北12条,1,麻生方面,1,平日,17時,59
1,南北線,105,北12条,1,麻生方面,1,平日,18時,04
1,南北線,105,北12条,1,麻生方面,1,平日,18時,09
1,南北線,105,北12条,1,麻生方面,1,平日,18時,14
1,南北線,105,北12条,1,麻生方面,1,平日,18時,20
1,南北線,105,北12条,1,麻生方面,1,平日,18時,25
1,南北線,105,北12条,1,麻生方面,1,平日,18時,30
1,南北線,105,北12条,1,麻生方面,1,平日,18時,35
1,南北線,105,北12条,1,麻生方面,1,平日,18時,40
1,南北線,105,北12条,1,麻生方面,1,平日,18時,45
1,南北線,105,北12条,1,麻生方面,1,平日,18時,50
1,南北線,105,北12条,1,麻生方面,1,平日,18時,55
1,南北線,105,北12条,1,麻生方面,1,平日,19時,01
1,南北線,105,北12条,1,麻生方面,1,平日,19時,06
1,南北線,105,北12条,1,麻生方面,1,平日,19時,11
1,南北線,105,北12条,1,麻生方面,1,平日,19時,16
1,南北線,105,北12条,1,麻生方面,1,平日,19時,21
1,南北線,105,北12条,1,麻生方面,1,平日,19時,27
1,南北線,105,北12条,1,麻生方面,1,平日,19時,33
1,南北線,105,北12条,1,麻生方面,1,平日,19時,41
1,南北線,105,北12条,1,麻生方面,1,平日,19時,49
1,南北線,105,北12条,1,麻生方面,1,平日,19時,57
1,南北線,105,北12条,1,麻生方面,1,平日,20時,05
1,南北線,105,北12条,1,麻生方面,1,平日,20時,13
1,南北線,105,北12条,1,麻生方面,1,平日,20時,21
1,南北線,105,北12条,1,麻生方面,1,平日,20時,29
1,南北線,105,北12条,1,麻生方面,1,平日,20時,37
1,南北線,105,北12条,1,麻生方面,1,平日,20時,45
1,南北線,105,北12条,1,麻生方面,1,平日,20時,54
1,南北線,105,北12条,1,麻生方面,1,平日,21時,02
1,南北線,105,北12条,1,麻生方面,1,平日,21時,10
1,南北線,105,北12条,1,麻生方面,1,平日,21時,18
1,南北線,105,北12条,1,麻生方面,1,平日,21時,26
1,南北線,105,北12条,1,麻生方面,1,平日,21時,34
1,南北線,105,北12条,1,麻生方面,1,平日,21時,42
1,南北線,105,北12条,1,麻生方面,1,平日,21時,50
1,南北線,105,北12条,1,麻生方面,1,平日,21時,58
1,南北線,105,北12条,1,麻生方面,1,平日,22時,06
1,南北線,105,北12条,1,麻生方面,1,平日,22時,14
1,南北線,105,北12条,1,麻生方面,1,平日,22時,22
1,南北線,105,北12条,1,麻生方面,1,平日,22時,30
1,南北線,105,北12条,1,麻生方面,1,平日,22時,38
1,南北線,105,北12条,1,麻生方面,1,平日,22時,46
1,南北線,105,北12条,1,麻生方面,1,平日,22時,55
1,南北線,105,北12条,1,麻生方面,1,平日,23時,03
1,南北線,105,北12条,1,麻生方面,1,平日,23時,12
1,南北線,105,北12条,1,麻生方面,1,平日,23時,19
1,南北線,105,北12条,1,麻生方面,1,平日,23時,27
1,南北線,105,北12条,1,麻生方面,1,平日,23時,35
1,南北線,105,北12条,1,麻生方面,1,平日,23時,43
1,南北線,105,北12条,1,麻生方面,1,平日,23時,52
1,南北線,105,北12条,1,麻生方面,1,平日,0時,02
1,南北線,105,北12条,1,麻生方面,1,平日,0時,11
1,南北線,105,北12条,1,麻生方面,1,平日,0時,20
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,6時,20
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,6時,30
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,6時,40
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,6時,50
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,6時,57
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,7時,05
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,7時,12
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,7時,18
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,7時,24
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,7時,30
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,7時,36
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,7時,42
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,7時,48
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,7時,54
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,00
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,05
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,11
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,17
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,23
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,29
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,35
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,41
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,47
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,53
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,8時,59
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,9時,05
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,9時,12
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,9時,19
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,9時,27
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,9時,34
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,9時,41
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,9時,48
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,9時,55
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,10時,02
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,10時,09
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,10時,16
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,10時,23
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,10時,30
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,10時,37
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,10時,44
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,10時,51
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,10時,58
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,11時,05
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,11時,12
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,11時,19
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,11時,26
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,11時,33
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,11時,40
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,11時,47
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,11時,54
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,12時,01
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,12時,08
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,12時,15
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,12時,22
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,12時,29
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,12時,36
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,12時,43
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,12時,50
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,12時,57
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,13時,04
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,13時,11
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,13時,18
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,13時,25
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,13時,32
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,13時,39
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,13時,46
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,13時,53
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,14時,00
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,14時,07
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,14時,14
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,14時,21
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,14時,28
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,14時,35
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,14時,42
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,14時,49
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,14時,56
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,15時,03
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,15時,10
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,15時,17
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,15時,24
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,15時,31
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,15時,38
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,15時,45
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,15時,52
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,15時,59
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,16時,06
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,16時,13
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,16時,20
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,16時,27
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,16時,34
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,16時,41
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,16時,48
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,16時,55
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,17時,02
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,17時,09
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,17時,16
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,17時,23
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,17時,30
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,17時,37
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,17時,44
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,17時,51
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,17時,58
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,18時,05
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,18時,12
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,18時,19
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,18時,26
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,18時,33
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,18時,40
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,18時,47
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,18時,54
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,19時,01
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,19時,08
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,19時,15
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,19時,23
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,19時,32
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,19時,40
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,19時,49
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,19時,57
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,20時,05
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,20時,13
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,20時,21
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,20時,29
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,20時,37
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,20時,46
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,20時,54
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,21時,02
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,21時,10
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,21時,18
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,21時,26
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,21時,34
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,21時,42
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,21時,50
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,21時,58
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,22時,06
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,22時,14
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,22時,22
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,22時,30
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,22時,38
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,22時,46
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,22時,55
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,23時,03
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,23時,12
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,23時,19
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,23時,27
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,23時,35
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,23時,43
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,23時,52
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,0時,02
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,0時,11
1,南北線,105,北12条,1,麻生方面,2,土曜日・日曜日・祝日,0時,20
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,6時,09
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,6時,19
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,6時,29
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,6時,39
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,6時,49
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,6時,58
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,07
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,15
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,23
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,31
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,38
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,42
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,46
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,51
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,55
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,7時,59
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,03
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,08
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,12
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,16
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,20
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,25
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,29
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,33
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,37
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,41
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,45
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,49
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,53
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,8時,57※1
1,南北線,106,さっぽろ,2,真駒内方面,1,平日,9時,01
