路線ID,路線名,駅ID,駅名,方面ID,方面名,日区分,日区分名,時,分
1,南北線,101,麻生,2,真駒内方面,1,平日,6時,00
1,南北線,101,麻生,2,真駒内方面,1,平日,6時,10
1,南北線,101,麻生,2,真駒内方面,1,平日,6時,20
1,南北線,101,麻生,2,真駒内方面,1,平日,6時,30
1,南北線,101,麻生,2,真駒内方面,1,平日,6時,39
1,南北線,101,麻生,2,真駒内方面,1,平日,6時,48
1,南北線,101,麻生,2,真駒内方面,1,平日,6時,57
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,06
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,14
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,21
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,29
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,33
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,37
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,41
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,45
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,50
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,54
1,南北線,101,麻生,2,真駒内方面,1,平日,7時,58
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,02
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,07
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,11
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,15
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,19
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,23
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,27
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,31
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,36
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,40
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,44
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,48※1
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,52
1,南北線,101,麻生,2,真駒内方面,1,平日,8時,56
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,00※1
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,05
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,09※1
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,13
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,17
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,21
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,25※1
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,29
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,33※1
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,37
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,42
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,49
1,南北線,101,麻生,2,真駒内方面,1,平日,9時,56
1,南北線,101,麻生,2,真駒内方面,1,平日,10時,03
1,南北線,101,麻生,2,真駒内方面,1,平日,10時,10
1,南北線,101,麻生,2,真駒内方面,1,平日,10時,17
1,南北線,101,麻生,2,真駒内方面,1,平日,10時,24
1,南北線,101,麻生,2,真駒内方面,1,平日,10時,31
1,南北線,101,麻生,2,真駒内方面,1,平日,10時,38
1,南北線,101,麻生,2,真駒内方面,1,平日,10時,45
1,南北線,101,麻生,2,真駒内方面,1,平日,10時,52
1,南北線,101,麻生,2,真駒内方面,1,平日,10時,59
1,南北線,101,麻生,2,真駒内方面,1,平日,11時,06
1,南北線,101,麻生,2,真駒内方面,1,平日,11時,13
1,南北線,101,麻生,2,真駒内方面,1,平日,11時,20
1,南北線,101,麻生,2,真駒内方面,1,平日,11時,27
1,南北線,101,麻生,2,真駒内方面,1,平日,11時,34
1,南北線,101,麻生,2,真駒内方面,1,平日,11時,41
1,南北線,101,麻生,2,真駒内方面,1,平日,11時,48
1,南北線,101,麻生,2,真駒内方面,1,平日,11時,55
1,南北線,101,麻生,2,真駒内方面,1,平日,12時,02
1,南北線,101,麻生,2,真駒内方面,1,平日,12時,09
1,南北線,101,麻生,2,真駒内方面,1,平日,12時,16
1,南北線,101,麻生,2,真駒内方面,1,平日,12時,23
1,南北線,101,麻生,2,真駒内方面,1,平日,12時,30
1,南北線,101,麻生,2,真駒内方面,1,平日,12時,37
1,南北線,101,麻生,2,真駒内方面,1,平日,12時,44
1,南北線,101,麻生,2,真駒内方面,1,平日,12時,51
1,南北線,101,麻生,2,真駒内方面,1,平日,12時,58
1,南北線,101,麻生,2,真駒内方面,1,平日,13時,05
1,南北線,101,麻生,2,真駒内方面,1,平日,13時,12
1,南北線,101,麻生,2,真駒内方面,1,平日,13時,19
1,南北線,101,麻生,2,真駒内方面,1,平日,13時,26
1,南北線,101,麻生,2,真駒内方面,1,平日,13時,33
1,南北線,101,麻生,2,真駒内方面,1,平日,13時,40
1,南北線,101,麻生,2,真駒内方面,1,平日,13時,47
1,南北線,101,麻生,2,真駒内方面,1,平日,13時,54
1,南北線,101,麻生,2,真駒内方面,1,平日,14時,01
1,南北線,101,麻生,2,真駒内方面,1,平日,14時,08
1,南北線,101,麻生,2,真駒内方面,1,平日,14時,15
1,南北線,101,麻生,2,真駒内方面,1,平日,14時,22
1,南北線,101,麻生,2,真駒内方面,1,平日,14時,29
1,南北線,101,麻生,2,真駒内方面,1,平日,14時,36
1,南北線,101,麻生,2,真駒内方面,1,平日,14時,43
1,南北線,101,麻生,2,真駒内方面,1,平日,14時,50
1,南北線,101,麻生,2,真駒内方面,1,平日,14時,57
1,南北線,101,麻生,2,真駒内方面,1,平日,15時,04
1,南北線,101,麻生,2,真駒内方面,1,平日,15時,11
1,南北線,101,麻生,2,真駒内方面,1,平日,15時,18
1,南北線,101,麻生,2,真駒内方面,1,平日,15時,25
1,南北線,101,麻生,2,真駒内方面,1,平日,15時,32
1,南北線,101,麻生,2,真駒内方面,1,平日,15時,39
1,南北線,101,麻生,2,真駒内方面,1,平日,15時,46
1,南北線,101,麻生,2,真駒内方面,1,平日,15時,53
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,01
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,08
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,15
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,22
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,29
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,35
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,40
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,45
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,50
1,南北線,101,麻生,2,真駒内方面,1,平日,16時,55
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,00
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,06
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,11
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,16
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,21
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,26
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,31
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,36
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,42
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,47
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,52
1,南北線,101,麻生,2,真駒内方面,1,平日,17時,57
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,02
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,07
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,13
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,18
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,23
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,28
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,33
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,38
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,43
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,48
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,53
1,南北線,101,麻生,2,真駒内方面,1,平日,18時,59
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,04
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,09
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,14
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,20
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,25
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,30
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,36
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,41
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,46
1,南北線,101,麻生,2,真駒内方面,1,平日,19時,53
1,南北線,101,麻生,2,真駒内方面,1,平日,20時,02
1,南北線,101,麻生,2,真駒内方面,1,平日,20時,10
1,南北線,101,麻生,2,真駒内方面,1,平日,20時,18
1,南北線,101,麻生,2,真駒内方面,1,平日,20時,26
1,南北線,101,麻生,2,真駒内方面,1,平日,20時,34
1,南北線,101,麻生,2,真駒内方面,1,平日,20時,42
1,南北線,101,麻生,2,真駒内方面,1,平日,20時,50
1,南北線,101,麻生,2,真駒内方面,1,平日,20時,58
1,南北線,101,麻生,2,真駒内方面,1,平日,21時,06
1,南北線,101,麻生,2,真駒内方面,1,平日,21時,14
1,南北線,101,麻生,2,真駒内方面,1,平日,21時,22
1,南北線,101,麻生,2,真駒内方面,1,平日,21時,30
1,南北線,101,麻生,2,真駒内方面,1,平日,21時,38
1,南北線,101,麻生,2,真駒内方面,1,平日,21時,46
1,南北線,101,麻生,2,真駒内方面,1,平日,21時,54
1,南北線,101,麻生,2,真駒内方面,1,平日,22時,02
1,南北線,101,麻生,2,真駒内方面,1,平日,22時,10
1,南北線,101,麻生,2,真駒内方面,1,平日,22時,18
1,南北線,101,麻生,2,真駒内方面,1,平日,22時,27
1,南北線,101,麻生,2,真駒内方面,1,平日,22時,35
1,南北線,101,麻生,2,真駒内方面,1,平日,22時,43
1,南北線,101,麻生,2,真駒内方面,1,平日,22時,51
1,南北線,101,麻生,2,真駒内方面,1,平日,22時,59
1,南北線,101,麻生,2,真駒内方面,1,平日,23時,08
1,南北線,101,麻生,2,真駒内方面,1,平日,23時,17
1,南北線,101,麻生,2,真駒内方面,1,平日,23時,26
1,南北線,101,麻生,2,真駒内方面,1,平日,23時,35
1,南北線,101,麻生,2,真駒内方面,1,平日,23時,43
1,南北線,101,麻生,2,真駒内方面,1,平日,23時,51
1,南北線,101,麻生,2,真駒内方面,1,平日,0時,00
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,6時,00
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,6時,10
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,6時,20
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,6時,30
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,6時,40
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,6時,49
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,6時,57
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,7時,05
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,7時,12
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,7時,20
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,7時,26
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,7時,33
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,7時,39
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,7時,45
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,7時,51
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,7時,57
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,03
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,09
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,15
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,21
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,27
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,32
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,38
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,44
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,50
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,8時,56
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,9時,03
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,9時,10
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,9時,15
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,9時,21
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,9時,28
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,9時,35
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,9時,42
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,9時,49
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,9時,56
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,10時,03
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,10時,10
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,10時,17
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,10時,24
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,10時,31
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,10時,38
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,10時,45
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,10時,52
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,10時,59
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,11時,06
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,11時,13
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,11時,20
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,11時,27
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,11時,34
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,11時,41
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,11時,48
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,11時,55
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,12時,02
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,12時,09
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,12時,16
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,12時,23
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,12時,30
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,12時,37
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,12時,44
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,12時,51
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,12時,58
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,13時,05
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,13時,12
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,13時,19
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,13時,26
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,13時,33
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,13時,40
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,13時,47
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,13時,54
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,14時,01
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,14時,08
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,14時,15
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,14時,22
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,14時,29
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,14時,36
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,14時,43
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,14時,50
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,14時,57
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,15時,04
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,15時,11
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,15時,18
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,15時,25
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,15時,32
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,15時,39
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,15時,46
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,15時,53
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,16時,00
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,16時,07
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,16時,14
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,16時,21
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,16時,28
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,16時,35
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,16時,42
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,16時,49
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,16時,56
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,17時,03
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,17時,10
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,17時,17
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,17時,24
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,17時,31
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,17時,38
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,17時,45
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,17時,52
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,17時,59
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,18時,06
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,18時,13
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,18時,20
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,18時,27
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,18時,34
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,18時,41
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,18時,48
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,18時,57
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,19時,04
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,19時,12
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,19時,18
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,19時,24
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,19時,31
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,19時,37
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,19時,45
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,19時,54
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,20時,02
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,20時,10
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,20時,18
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,20時,26
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,20時,34
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,20時,42
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,20時,50
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,20時,58
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,21時,06
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,21時,14
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,21時,22
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,21時,30
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,21時,38
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,21時,46
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,21時,54
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,22時,02
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,22時,10
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,22時,18
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,22時,27
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,22時,35
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,22時,43
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,22時,51
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,22時,59
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,23時,08
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,23時,17
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,23時,26
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,23時,35
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,23時,43
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,23時,51
1,南北線,101,麻生,2,真駒内方面,2,土曜日・日曜日・祝日,0時,00
1,南北線,102,北34条,2,真駒内方面,1,平日,6時,02
1,南北線,102,北34条,2,真駒内方面,1,平日,6時,12
1,南北線,102,北34条,2,真駒内方面,1,平日,6時,22
1,南北線,102,北34条,2,真駒内方面,1,平日,6時,32
1,南北線,102,北34条,2,真駒内方面,1,平日,6時,41
1,南北線,102,北34条,2,真駒内方面,1,平日,6時,50
1,南北線,102,北34条,2,真駒内方面,1,平日,6時,59
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,08
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,16
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,23
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,31
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,35
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,39
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,43
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,47
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,52
1,南北線,102,北34条,2,真駒内方面,1,平日,7時,56
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,00
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,04
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,09
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,13
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,17
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,21
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,25
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,29
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,33
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,38
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,42
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,46
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,50※1
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,54
1,南北線,102,北34条,2,真駒内方面,1,平日,8時,58
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,02※1
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,07
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,11※1
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,15
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,19
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,23
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,27※1
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,31
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,35※1
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,39
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,44
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,51
1,南北線,102,北34条,2,真駒内方面,1,平日,9時,58
1,南北線,102,北34条,2,真駒内方面,1,平日,10時,05
1,南北線,102,北34条,2,真駒内方面,1,平日,10時,12
1,南北線,102,北34条,2,真駒内方面,1,平日,10時,19
1,南北線,102,北34条,2,真駒内方面,1,平日,10時,26
1,南北線,102,北34条,2,真駒内方面,1,平日,10時,33
1,南北線,102,北34条,2,真駒内方面,1,平日,10時,40
1,南北線,102,北34条,2,真駒内方面,1,平日,10時,47
1,南北線,102,北34条,2,真駒内方面,1,平日,10時,54
1,南北線,102,北34条,2,真駒内方面,1,平日,11時,01
1,南北線,102,北34条,2,真駒内方面,1,平日,11時,08
1,南北線,102,北34条,2,真駒内方面,1,平日,11時,15
1,南北線,102,北34条,2,真駒内方面,1,平日,11時,22
1,南北線,102,北34条,2,真駒内方面,1,平日,11時,29
1,南北線,102,北34条,2,真駒内方面,1,平日,11時,36
1,南北線,102,北34条,2,真駒内方面,1,平日,11時,43
1,南北線,102,北34条,2,真駒内方面,1,平日,11時,50
1,南北線,102,北34条,2,真駒内方面,1,平日,11時,57
1,南北線,102,北34条,2,真駒内方面,1,平日,12時,04
1,南北線,102,北34条,2,真駒内方面,1,平日,12時,11
1,南北線,102,北34条,2,真駒内方面,1,平日,12時,18
1,南北線,102,北34条,2,真駒内方面,1,平日,12時,25
1,南北線,102,北34条,2,真駒内方面,1,平日,12時,32
1,南北線,102,北34条,2,真駒内方面,1,平日,12時,39
1,南北線,102,北34条,2,真駒内方面,1,平日,12時,46
1,南北線,102,北34条,2,真駒内方面,1,平日,12時,53
1,南北線,102,北34条,2,真駒内方面,1,平日,13時,00
1,南北線,102,北34条,2,真駒内方面,1,平日,13時,07
1,南北線,102,北34条,2,真駒内方面,1,平日,13時,14
1,南北線,102,北34条,2,真駒内方面,1,平日,13時,21
1,南北線,102,北34条,2,真駒内方面,1,平日,13時,28
1,南北線,102,北34条,2,真駒内方面,1,平日,13時,35
